Camas Adultos,Camas Cuidado Agudo Mental,Camas Cuidado Intensivo Adulto,Camas Cuidado Intensivo Neonatal,Camas Cuidado Intensivo Pediátrico,Camas Cuidado Intermedio Adulto,Camas Cuidado Intermedio Mental,Camas Cuidado Intermedio Neonatal,Camas Cuidado Intermedio Pediátrico,Camas Cuidado básico neonatal,Camas Farmacodependencia,Camas Institución Paciente Crónico,Camas Obstetricia,Camas Pediátrica,Camas Psiquiatría,Camas Salud Mental,Camas Transplante de progenitores hematopoyeticos,Camas Unidad de Quemados Adulto,Camas Unidad de Quemados Pediátrico,NIT,Naturaleza,Nivel de Atención,Nombre,Salas Partos,Salas Procedimientos,Salas Quirófano
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,819001269,Pública,1,E.S.E. HOSPITAL LOCAL DE CHIVOLO,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819001269,Pública,1,PUESTO DE SALUD LA CHINA,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819001269,Pública,1,PUESTO DE SALUD LA ESTRELLA,1.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,819001273,Pública,1,ESE HOSPITAL LOCAL DE SAN ZENON,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,819001274,Pública,1,ESE HOSPITAL LOCAL PIJIÑO DEL CARMEN,1.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,819001302,Pública,1,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE TENERIFE,1.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,819001307,Pública,1,ESE HOSPITAL DE CERRO DE SAN ANTONIO,1.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,819001309,Pública,1,ESE HOSPITAL LOCAL SAN JOSE,1.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,819001312,Pública,1,ESE HOSPITAL SAN PEDRO,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819001312,Pública,1,ESE HOSPITAL SAN PEDRO DE EL PIÑON-SEDE CENTRO DE SALUD CANTAGALLAR,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819001312,Pública,1,ESE HOSPITAL SAN PEDRO DE EL PIÑON-SEDE CENTRO DE SALUD DE CARRETO,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819001312,Pública,1,ESE HOSPITAL SAN PEDRO DE EL PIÑON-SEDE CENTRO DE SALUD SABANAS,1.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,819001345,Pública,1,Hospital de pedraza E.S.E,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,819001352,Pública,1,HOSPITAL LOCAL DE SALAMINA,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,819001352,Pública,1,PUESTO DE SALUD DE GUAIMARO,1.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,819001363,Pública,1,ESE HOSPITAL LOCAL DE SITIO NUEVO,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,819001363,Pública,1,PUESTO DE SALUD DE PALERMO,1.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,819001483,Pública,2,ESE HOSPITAL FRAY LUIS DE LEON,1.0,0.0,2.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,819001712,Pública,1,ESE HOSPITAL LUISA SANTIAGA MARQUEZ IGUARAN,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,819001712,Pública,1,PUESTO DE SALUD BUENOS AIRES,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819001712,Pública,1,PUESTO DE SALUD CAUCA,1.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,819001796,Pública,1,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE EL RETEN,1.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,819002025,Pública,2,E.S.E HOSPITAL SANTANDER HERRERA DE PIVIJAY,1.0,1.0,2.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,819002363,Pública,1,ESE HOSPITAL 7 DE AGOSTO,1.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,819002534,Pública,1,EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DEL CARMEN,1.0,3.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,819002551,Pública,1,ESE CENTRO DE SALUD PAZ DEL RIO,1.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,819003462,Pública,1,ESE HOSPITAL LOCAL DE CONCORDIA,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819003539,Pública,1,BUNKWIMAKE,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,819003539,Pública,1,CENTRO DE SALUD SERANKWA,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,819003599,Pública,1,ESE HOSPITAL LOCAL SABANAS DE SAN ANGEL,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819003599,Pública,1,puesto de salud de monterrubio,1.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,819003618,Pública,1,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE ALGARROBO,1.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,819003632,Pública,1,E.S.E. HOSPITAL LOCAL ZONA BANANERA,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,819003632,Pública,1,PUESTO DE SALUD ORIHUECA,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819004070,Pública,1,CENTRO DE SALUD BASTIDAS,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819004070,Pública,1,CENTRO DE SALUD BONDA,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819004070,Pública,1,CENTRO DE SALUD GUACHACA,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819004070,Pública,1,CENTRO DE SALUD LA CANDELARIA,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819004070,Pública,1,CENTRO DE SALUD MINCA,1.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,819004070,Pública,1,CLINICA LA CASTELLANA,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819004280,Pública,1,CENTRO DE SALUD SAMUEL VILLANUEVA VALEST.,1.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,819004280,Pública,1,TOMAS TORRES LENGUA,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819004318,Pública,1,CENTRO DE SALUD LOS ANDES,1.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,819004318,Pública,1,ESE HOSPITAL LOCAL NUEVA GRANADA,1.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,819004347,Pública,1,ESE HOSPITAL LOCAL SANTA BARBARA DE PINTO,1.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,819004503,Pública,1,ESE CENTRO DE SALUD ZAPAYAN,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820002248,Pública,1,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DEL MUNICIPIO DE VENTAQUEMADA,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820002608,Pública,1,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN SEBASTIAN DE SOMONDOCO,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820002715,Pública,1,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE ZETAQUIRA,0.0,1.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,820002916,Pública,1,CENTRO DE SALUD EDGAR ALONSO PULIDO SOLANO,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820003284,Pública,1,ESE CENTRO DE SALUD SANTA SOFIA,0.0,1.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,820003291,Pública,1,EMPRESA SOCIAL DEL ESTADO RAFAEL SALGADO DE MARIPI,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820003328,Pública,1,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD NUEVO COLON,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820003357,Pública,1,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTA BARBARA DE SORA,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820003365,Pública,1,e.s.e centro de salud san pedro de iguaque,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820003374,Pública,1,E.S.E CENTRO DE SALUD MANUEL ALBERTO FONSECA SANDOVAL DE SOTAQUIRA,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820003401,Pública,1,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN MIGUEL,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820003404,Pública,1,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE MOTAVITA,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820003422,Pública,1,Empresa Social del Estado Centro de SAlud San Pablo de Borbur,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820003431,Pública,1,ESE CENTRO DE SALUD SAN VICENTE FERRER,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820003435,Pública,1,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE TOGUI,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820003444,Pública,1,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN RAFAEL,0.0,1.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,820003524,Pública,1,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD TOCA,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820003550,Pública,1,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD BUENAVISTA,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820003622,Pública,1,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN JOSE,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820003632,Pública,1,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTANA,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820003638,Pública,1,ESE CENTRO DE SALUD SAN ANTONIO DE PADUA,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820003641,Pública,1,EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD SAN MIGUEL DE TUTA,0.0,1.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,820003782,Pública,1,ESE CENTRO DE SALUD SAN RAFAEL,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820003787,Pública,1,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD BRICEÑO,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820003876,Pública,1,E.S.E. Centro De Salud Santo Eccehomo De Sutamarchan,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820003910,Pública,1,E.S.E CENTRO DE SALUD CAMPOHERMOSO,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820003915,Pública,1,Empresa Social del Estado Centro de Salud Jorge González Olmos,0.0,1.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,820004318,Pública,1,ESE CENTRO DE SALUD MANUEL ELKIN PATARROYO,1.0,0.0,0.0
38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,820005389,Pública,2,SEDE CENTRO,2.0,1.0,2.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,821000831,Pública,1,E.S.E. HOSPITAL RUBEN CRUZ VELEZ EMPRESA SOCIAL DEL ESTADO,1.0,1.0,1.0
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,821003143,Pública,2,E.S.E. HOSPITAL DEPARTAMENTAL CENTENARIO DE SEVILLA EMPRESA SOCIAL DEL ESTADO,1.0,2.0,1.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,822001570,Pública,1,HOSPITAL LOCAL PRIMER NIVEL ESE FUENTE DE ORO,1.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,822002459,Pública,1,CENTRO DE SALUD ESPERANZA,0.0,1.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,822002459,Pública,1,CENTRO DE SALUD PORFIA,1.0,1.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,822002459,Pública,1,CENTRO DE SALUD RECREO,1.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,822006051,Pública,1,HOSPITAL DE PRIMER NIVEL EL RETORNO,1.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,822006051,Pública,1,HOSPITAL I NIVEL ALBERT SCHWEITZER,1.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,822006051,Pública,1,"HOSPITAL MARIA CRISTINA COBO MAHECHA, MUNICIPIO DE CALAMAR, GUAVIARE",1.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,822006595,Pública,1,CENTRO DE ATENCION BARANCA DE UPIA,1.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,822006595,Pública,1,CENTRO DE ATENCION CABUYARO,1.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,822006595,Pública,1,CENTRO DE ATENCION CUMARAL,1.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,822006595,Pública,1,CENTRO DE ATENCION EL CALVARIO,1.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,822006595,Pública,1,CENTRO DE ATENCION EL CASTILLO,1.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,822006595,Pública,1,CENTRO DE ATENCION LA MACARENA,1.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,822006595,Pública,1,CENTRO DE ATENCION LEJANIAS,1.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,822006595,Pública,1,CENTRO DE ATENCION MAPIRIPAN,1.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,822006595,Pública,1,CENTRO DE ATENCION MESETAS,1.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,822006595,Pública,1,CENTRO DE ATENCION PUERTO CONCORDIA,1.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,822006595,Pública,1,CENTRO DE ATENCION PUERTO GAITAN,1.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,822006595,Pública,1,CENTRO DE ATENCION PUERTO LLERAS,1.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,822006595,Pública,1,CENTRO DE ATENCION RESTREPO,1.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,822006595,Pública,1,CENTRO DE ATENCION SAN JUAN DE ARAMA,1.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,822006595,Pública,1,CENTRO DE ATENCION SAN JUANITO,0.0,1.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,822006595,Pública,1,CENTRO DE ATENCION URIBE,1.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,822006595,Pública,1,CENTRO DE ATENCION VISTA HERMOSA,1.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,823000281,Pública,1,HOSPITAL LOCAL SANTA CATALINA DE SENA DE SUCRE-SUCRE E.S.E.,1.0,0.0,1.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,823000496,Pública,1,ESE HOSPITAL LOCAL DE SAN ONOFRE,1.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,823000624,Pública,1,ESE HOSPITAL LOCAL NUESTRA SEÑORA DEL SOCORRO DE SINCE,1.0,1.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,823000696,Pública,1,CENTRO DE SALUD SAN JOSE DE TOLUVIEJO E.S.E,1.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,823000878,Pública,1,Centro de salud Cartagena de indias Corozal,0.0,1.0,0.0
18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,823001035,Pública,1,ESE CENTRO DE SALUD SAN JOSE I NIVEL SAN MARCOS,2.0,1.0,0.0
